,0,1,2,3
5584,ロックブラスト,ジャイロボール,ボディプレス,トリックルーム
5585,ジャイロボール,ロックブラスト,じしん,ばかぢから
5586,ジャイロボール,ロックブラスト,じしん,ばかぢから
5587,ジャイロボール,ワイドガード,サイドチェンジ,トリックルーム
5588,ジャイロボール,ロックブラスト,トリックルーム,ステルスロック
5589,ビックリヘッド,はかいこうせん,ソーラービーム,しねんのずつき
5590,ソーラービーム,ビックリヘッド,シャドーボール,ワイドフォース
5591,オーバーヒート,だいもんじ,シャドーボール,ロックブラスト
5592,さいみんじゅつ,みがわり,だいもんじ,シャドーボール
5593,ねっぷう,さいみんじゅつ,オーバーヒート,まもる
5594,おにび,こらえる,シャドーボール,ビックリヘッド
5595,シャドーボール,ビックリヘッド,ソーラービーム,トリック
5596,ねっぷう,シャドーボール,さいみんじゅつ,まもる
5597,だいもんじ,シャドーボール,ビックリヘッド,トリック
5598,ビックリヘッド,かえんほうしゃ,おにび,トリック
5599,だいもんじ,シャドーボール,ソーラービーム,ちょうはつ
5600,ビックリヘッド,シャドーボール,サイコショック,トリック
5601,ビックリヘッド,シャドーボール,ソーラービーム,サイコキネシス
5602,ビックリヘッド,シャドーボール,ソーラービーム,ロックブラスト
5603,だいもんじ,シャドーボール,ニトロチャージ,めざめるパワー
5604,シャドーボール,だいもんじ,オーバーヒート,めざめるパワー
5605,プラズマフィスト,エレキネット,がむしゃら,ねこだまし
5606,ダブルパンツァー,れいとうパンチ,ばかぢから,かみなりパンチ
5607,はたきおとす,グラススライダー,がむしゃら,ちょうはつ
5608,グラススライダー,やどりぎのタネ,がむしゃら,まもる
5609,グラススライダー,とんぼがえり,やどりぎのタネ,まもる
5610,グラススライダー,とんぼがえり,やどりぎのタネ,ちょうはつ
5611,ウッドハンマー,はたきおとす,やどりぎのタネ,ねこだまし
5612,グラススライダー,とんぼがえり,やどりぎのタネ,まもる
5613,グラススライダー,まもる,がむしゃら,やどりぎのタネ
5614,ドラムアタック,とんぼがえり,ばかぢから,はたきおとす
5615,ドラムアタック,はたきおとす,とんぼがえり,ドレインパンチ
5616,グラススライダー,アクロバット,10まんばりき,つるぎのまい
5617,ドラムアタック,はたきおとす,ドレインパンチ,とんぼがえり
5618,やどりぎのタネ,まもる,グラススライダー,とんぼがえり
5619,ドラムアタック,アクロバット,10まんばりき,グラススライダー
5620,ドラムアタック,グラススライダー,がむしゃら,おたけび
5621,ドラムアタック,アクロバット,ドレインパンチ,つるぎのまい
5622,グラススライダー,はたきおとす,アクロバット,つるぎのまい
5623,ドラムアタック,はたきおとす,じしん,ばかぢから
5624,グラススライダー,はたきおとす,10まんばりき,ばかぢから
5625,グラススライダー,アクロバット,10まんばりき,ちょうはつ
5626,ドラムアタック,はたきおとす,ばかぢから,アクロバット
5627,やどりぎのタネ,みがわり,まもる,ドラムアタック
5628,グラススライダー,はたきおとす,アームハンマー,10まんばりき
5629,ウッドハンマー,はたきおとす,とんぼがえり,ドレインパンチ
5630,グラススライダー,ドラムアタック,はたきおとす,とんぼがえり
5631,グラススライダー,つるぎのまい,はたきおとす,ばかぢから
5632,グラススライダー,はたきおとす,ドレインパンチ,とんぼがえり
5633,グラススライダー,はたきおとす,10まんばりき,とんぼがえり
5634,グラススライダー,はたきおとす,ドラムアタック,ドレインパンチ
5635,グラススライダー,とんぼがえり,ウッドハンマー,ねこだまし
5636,ウッドハンマー,グラススライダー,はたきおとす,10まんばりき
5637,グラススライダー,はたきおとす,10まんばりき,つるぎのまい
5638,グラススライダー,はたきおとす,かわらわり,ねこだまし
5639,フレアドライブ,ダストシュート,とびひざげり,とんぼがえり
5640,メロメロ,みがわり,ビルドアップ,バトンタッチ
5641,フレアドライブ,とびはねる,バトンタッチ,ビルドアップ
5642,アイアンヘッド,とびはねる,かえんボール,とびひざげり
5643,かえんボール,とびひざげり,ふいうち,とんぼがえり
5644,とびはねる,かえんボール,ふいうち,とびひざげり
5645,フレアドライブ,とびひざげり,とびはねる,ふいうち
5646,かえんボール,とびひざげり,とびはねる,ふいうち
5647,エレキボール,オーバーヒート,とびはねる,とびひざげり
5648,かえんボール,とびひざげり,ふいうち,とんぼがえり
5649,ほのおのうず,いかりのまえば,ちょうはつ,ふいうち
5650,かえんボール,しねんのずつき,ギガインパクト,とびひざげり
5651,かえんボール,エレキボール,とびひざげり,とびはねる
5652,こうそくいどう,かえんボール,とびひざげり,ふいうち
5653,バトンタッチ,ビルドアップ,ニトロチャージ,みがわり
5654,フレアドライブ,とびひざげり,アイアンヘッド,とんぼがえり
5655,かえんボール,ニトロチャージ,コートチェンジ,ちょうはつ
5656,かえんボール,とんぼがえり,とびひざげり,しねんのずつき
5657,だいもんじ,エレキボール,はかいこうせん,ねっさのだいち
5658,ブラストバーン,シャドーボール,エレキボール,とびはねる
5659,ちょうはつ,ふいうち,かえんボール,ダストシュート
5660,ニトロチャージ,ビルドアップ,みがわり,バトンタッチ
5661,かえんほうしゃ,ねっさのだいち,シャドーボール,エレキボール
5662,かえんボール,とびはねる,とびひざげり,アイアンヘッド
5663,かえんボール,ダストシュート,とんぼがえり,とびひざげり
5664,かえんボール,とびはねる,とびひざげり,しねんのずつき
5665,かえんボール,とびひざげり,とびはねる,ビルドアップ
5666,かえんボール,とびひざげり,とびはねる,ふいうち
5667,ブラストバーン,シャドーボール,はかいこうせん,エレキボール
5668,かえんボール,とびひざげり,アイアンヘッド,とんぼがえり
5669,ふいうち,かえんボール,アイアンヘッド,とびひざげり
5670,かえんボール,とびひざげり,とびはねる,ビルドアップ
5671,かえんボール,とびひざげり,とびはねる,ふいうち
5672,こらえる,なみのり,とんぼがえり,アクアジェット
5673,うずしお,なみだめ,かげぶんしん,バトンタッチ
5674,ねっとう,エアスラッシュ,きあいだめ,みがわり
5675,ハイドロポンプ,れいとうビーム,ふいうち,とんぼがえり
5676,とどめばり,たきのぼり,ふいうち,とびはねる
5677,ねらいうち,きあいだめ,バトンタッチ,なげつける
5678,ねらいうち,あくのはどう,エアスラッシュ,こらえる
5679,ハイドロポンプ,れいとうビーム,エアスラッシュ,とんぼがえり
5680,ハイドロポンプ,れいとうビーム,エアスラッシュ,みがわり
5681,ハイドロカノン,なみのり,ふいうち,みがわり
5682,なみのり,アクアジェット,れいとうビーム,こらえる
5683,ねっとう,エアスラッシュ,シャドーボール,きあいだめ
5684,ハイドロカノン,ねらいうち,エアスラッシュ,みがわり
5685,ハイドロカノン,ねっとう,れいとうビーム,こおりのつぶて
5686,ハイドロポンプ,れいとうビーム,エアスラッシュ,あくのはどう
5687,ねっとう,こごえるかぜ,アクアジェット,なみだめ
5688,ねらいうち,あくのはどう,エアスラッシュ,きあいだめ
5689,ハイドロポンプ,とんぼがえり,れいとうビーム,ふいうち
5690,ハイドロポンプ,れいとうビーム,こおりのつぶて,とんぼがえり
5691,ねっとう,エアスラッシュ,ふいうち,きあいだめ
5692,はらだいこ,ギガインパクト,じしん,こおりのキバ
5693,カウンター,ボディプレス,たくわえる,ジャイロボール
5694,ほおばる,ボディプレス,ジャイロボール,しっぺがえし
5695,ボディプレス,しっぺがえし,いかりのまえば,カウンター
5696,からげんき,ジャイロボール,しっぺがえし,ほおばる
5697,ボディプレス,しっぺがえし,カウンター,たくわえる
5698,ほおばる,じしん,ジャイロボール,いかりのまえば
5699,ボディプレス,たくわえる,ねむる,ジャイロボール
5700,ボディプレス,ほおばる,ジャイロボール,タネマシンガン
5701,はねやすめ,てっぺき,ドリルくちばし,ちょうはつ
5702,はねやすめ,ちょうはつ,てっぺき,ボディプレス
5703,ドリルくちばし,ちょうはつ,ビルドアップ,はねやすめ
5704,ブレイブバード,アイアンヘッド,ボディプレス,とんぼがえり
5705,ブレイブバード,アイアンヘッド,ボディプレス,つけあがる
5706,ドリルくちばし,ビルドアップ,ちょうはつ,はねやすめ
5707,ブレイブバード,アイアンヘッド,ビルドアップ,ボディプレス
5708,つけあがる,ビルドアップ,はねやすめ,ちょうはつ
5709,はねやすめ,とんぼがえり,おいかぜ,アイアンヘッド
5710,アイアンヘッド,ビルドアップ,ブレイブバード,はねやすめ
5711,ブレイブバード,アイアンヘッド,つけあがる,ビルドアップ
5712,ブレイブバード,アイアンヘッド,ビルドアップ,はねやすめ
5713,ひかりのかべ,リフレクター,おいかぜ,てっていこうせん
5714,ブレイブバード,ビルドアップ,ちょうはつ,はねやすめ
5715,ブレイブバード,アイアンヘッド,ボディプレス,とんぼがえり
5716,アイアンヘッド,ボディプレス,てっぺき,はねやすめ
5717,アイアンヘッド,とんぼがえり,はねやすめ,まもる
5718,アイアンヘッド,ブレイブバード,ボディプレス,とんぼがえり
5719,とんぼがえり,ボディプレス,てっぺき,はねやすめ
5720,ブレイブバード,はねやすめ,ビルドアップ,ちょうはつ
5721,アイアンヘッド,ボディプレス,はねやすめ,てっぺき
5722,ビルドアップ,ブレイブバード,ちょうはつ,はねやすめ
5723,ボディプレス,アイアンヘッド,おいかぜ,まもる
5724,めいそう,じこさいせい,まとわりつく,アシストパワー
5725,ボディプレス,てっぺき,じこさいせい,トリックルーム
5726,ねばねばネット,リフレクター,めいそう,バトンタッチ
5727,ミラーコート,ねばねばネット,マジックコート,むしのていこう
5728,むしのさざめき,ねばねばネット,さいみんじゅつ,マジックコート
5729,むしのていこう,サイコキネシス,ねばねばネット,トリックルーム
5730,バトンタッチ,わるだくみ,バークアウト,みがわり
5731,イカサマ,ちょうはつ,すてゼリフ,バークアウト
5732,あくのはどう,サイコキネシス,くさむすび,わるだくみ
5733,イカサマ,しっとのほのお,はたきおとす,すてゼリフ
5734,あくのはどう,マッドショット,はかいこうせん,こらえる
5735,ギガドレイン,ねむりごな,みがわり,やどりぎのタネ
5736,エナジーボール,ねむりごな,やどりぎのタネ,こらえる
5737,ギガドレイン,コットンガード,やどりぎのタネ,ねむりごな
5738,ねむりごな,こらえる,やどりぎのタネ,リーフストーム
5739,ギガドレイン,こうそくスピン,やどりぎのタネ,まもる
5740,ボディプレス,コットンガード,バトンタッチ,みがわり
5741,ボディプレス,コットンガード,バトンタッチ,ねむる
5742,コットンガード,ボディプレス,でんじは,まもる
5743,ボディプレス,コットンガード,バトンタッチ,こうそくいどう
5744,コットンガード,ボディプレス,バトンタッチ,でんじは
5745,コットンガード,つるぎのまい,バトンタッチ,でんじは
5746,アクアブレイク,もろはのずつき,ばかぢから,つるぎのまい
5747,たきのぼり,ロックブラスト,つるぎのまい,じしん
5748,たきのぼり,ロックブラスト,ばかぢから,じしん
5749,アクアブレイク,もろはのずつき,アイアンテール,じしん
5750,たきのぼり,もろはのずつき,くらいつく,こらえる
5751,もろはのずつき,アクアブレイク,ばかぢから,つるぎのまい
5752,ほっぺすりすり,ほえる,ボルトチェンジ,こらえる
5753,そうでん,かみなりのキバ,ほのおのキバ,サイコファング
5754,ほっぺすりすり,ほのおのキバ,かみなりのキバ,かみくだく
5755,ほっぺすりすり,かみくだく,あまえる,ボルトチェンジ
5756,ほっぺすりすり,バークアウト,あまえる,ほえる
5757,ライジングボルト,はかいこうせん,ボルトチェンジ,ほっぺすりすり
5758,あなをほる,かみくだく,かみなりのキバ,ほのおのキバ
5759,かみなりのキバ,サイコファング,ほっぺすりすり,あまえる
5760,てっぺき,ボディプレス,ロックブラスト,おにび
5761,げんしのちから,もえつきる,ソーラービーム,だいちのちから
5762,メテオビーム,もえつきる,ソーラービーム,こらえる
5763,げんしのちから,かえんほうしゃ,まもる,ソーラービーム
5764,だいもんじ,ロックブラスト,おにび,ステルスロック
5765,てっぺき,ボディプレス,ロックブラスト,ヒートスタンプ
5766,ヒートスタンプ,いわなだれ,じしん,こらえる
5767,ステルスロック,てっぺき,ボディプレス,ロックブラスト
5768,ほのおのパンチ,いわなだれ,ボディプレス,こらえる
5769,いわなだれ,ボディプレス,フレアドライブ,まもる
5770,フレアドライブ,いわなだれ,ソーラービーム,だいばくはつ
5771,もえつきる,メテオビーム,だいちのちから,まもる
5772,ねっぷう,げんしのちから,ソーラービーム,まもる
5773,かえんほうしゃ,げんしのちから,おにび,ほのおのうず
5774,ねっぷう,ボディプレス,てっぺき,まもる
5775,ソーラービーム,もえつきる,メテオビーム,ねっさのだいち
5776,メテオビーム,ねっぷう,ソーラービーム,こらえる
5777,Gのちから,そらをとぶ,ふいうち,りゅうのまい
5778,Gのちから,げきりん,アクロバット,ヘビーボンバー
5779,げきりん,りゅうのまい,Gのちから,そらをとぶ
5780,Gのちから,げきりん,ダブルウイング,おどろかす
5781,げきりん,グラススライダー,ダブルウイング,とんぼがえり
5782,りんごさん,りゅうせいぐん,ふいうち,しんぴのまもり
5783,りんごさん,てっぺき,ドわすれ,リサイクル
5784,りゅうせいぐん,じしん,ふいうち,ジャイロボール
5785,てっぺき,リサイクル,ボディプレス,みがわり
5786,りんごさん,やどりぎのタネ,りゅうせいぐん,みがわり
5787,りゅうせいぐん,ギガドレイン,まもる,やどりぎのタネ
5788,タネばくだん,しっぺがえし,こらえる,じしん
5789,りんごさん,りゅうせいぐん,ふいうち,しんぴのまもり
5790,グラススライダー,ジャイロボール,じしん,げきりん
5791,へびにらみ,ステルスロック,がんせきふうじ,じしん
5792,こらえる,みがわり,ステルスロック,へびにらみ
5793,じしん,ボディプレス,へびにらみ,ステルスロック
5794,いわなだれ,へびにらみ,みがわり,ちいさくなる
5795,へびにらみ,じしん,ストーンエッジ,ステルスロック
5796,じしん,ストーンエッジ,アイアンヘッド,ほのおのキバ
5797,ボディプレス,てっぺき,ねむる,ねごと
5798,ステルスロック,てっぺき,アイアンヘッド,ボディプレス
5799,いわなだれ,へびにらみ,ちいさくなる,みがわり
5800,へびにらみ,どろかけ,ぼうふう,すなかけ
5801,なみのり,はねやすめ,たくわえる,こらえる
5802,なみのり,れいとうビーム,ぼうふう,ウェザーボール
5803,なみのり,ダイビング,こらえる,れいとうビーム
5804,なみのり,こごえるかぜ,みがわり,こらえる
5805,なみのり,こらえる,エアスラッシュ,れいとうビーム
5806,たきのぼり,インファイト,サイコファング,じごくづき
5807,アクアブレイク,インファイト,じごくづき,きあいだめ
5808,たきのぼり,こおりのキバ,インファイト,こらえる
5809,とびはねる,サイコファング,かみくだく,たきのぼり
5810,アクアブレイク,インファイト,サイコファング,みがわり
5811,スケイルショット,たきのぼり,アクアブレイク,かみくだく
5812,オーバードライブ,ほっぺすりすり,たたりめ,ほのおのパンチ
5813,オーバードライブ,ばくおんぱ,ほっぺすりすり,たたりめ
5814,ばくおんぱ,がむしゃら,アンコール,みがわり
5815,ギアチェンジ,ワイルドボルト,じごくづき,ドレインパンチ
5816,オーバードライブ,ばくおんぱ,ボルトチェンジ,ヘドロウェーブ
5817,ほっぺすりすり,たたりめ,オーバードライブ,ばくおんぱ
5818,オーバードライブ,バークアウト,きんぞくおん,みがわり
5819,オーバードライブ,ギアチェンジ,ドレインパンチ,どくづき
5820,ギアチェンジ,かみなりパンチ,どくづき,がむしゃら
5821,まもる,オーバードライブ,ほっぺすりすり,ばくおんぱ
5822,オーバードライブ,ばくおんぱ,まもる,みがわり
5823,オーバードライブ,ほっぺすりすり,ばくおんぱ,ヘドロウェーブ
5824,オーバードライブ,ばくおんぱ,ボルトチェンジ,バークアウト
5825,オーバードライブ,アシッドボム,みがわり,ばくおんぱ
5826,オーバードライブ,ばくおんぱ,たたりめ,ほっぺすりすり
5827,ギアチェンジ,ワイルドボルト,ドレインパンチ,ばくおんぱ
5828,ほのおのムチ,とびかかる,はたきおとす,きゅうけつ
5829,だいもんじ,ソーラービーム,とびかかる,はたきおとす
5830,ほのおのムチ,きゅうけつ,パワーウィップ,はたきおとす
5831,ほのおのムチ,きゅうけつ,かみなりのキバ,パワーウィップ
5832,おにび,ほのおのムチ,とびかかる,はたきおとす
5833,ほのおのムチ,とぐろをまく,とびかかる,こらえる
5834,ほのおのムチ,パワーウィップ,はたきおとす,おにび
5835,きゅうけつ,ほのおのムチ,はたきおとす,パワーウィップ
5836,ほのおのムチ,きゅうけつ,パワーウィップ,はたきおとす
5837,ほのおのムチ,きゅうけつ,パワーウィップ,はたきおとす
5838,ほのおのムチ,きゅうけつ,パワーウィップ,はたきおとす
5839,たこがため,ビルドアップ,ドレインパンチ,ふいうち
5840,インファイト,ひっくりかえす,れいとうパンチ,ふいうち
5841,おにび,こらえる,おきみやげ,イカサマ
5842,バトンタッチ,からをやぶる,シャドーボール,アシストパワー
5843,バトンタッチ,からをやぶる,シャドーボール,アシストパワー
5844,からをやぶる,バトンタッチ,ちからをすいとる,シャドーボール
5845,からをやぶる,ちからをすいとる,バトンタッチ,アシストパワー
5846,シャドーボール,アシストパワー,からをやぶる,ちからをすいとる
5847,ちからをすいとる,おにび,シャドーボール,サイコキネシス
5848,からをやぶる,ちからをすいとる,アシストパワー,シャドーボール
5849,はかいこうせん,サイコキネシス,シャドーボール,おきみやげ
5850,シャドーボール,アシストパワー,からをやぶる,バトンタッチ
5851,アシストパワー,シャドーボール,からをやぶる,ちからをすいとる
5852,からをやぶる,シャドーボール,アシストパワー,ゆびをふる
5853,アシストパワー,シャドーボール,からをやぶる,ちからをすいとる
5854,からをやぶる,ちからをすいとる,シャドーボール,アシストパワー
5855,アシストパワー,シャドーボール,からをやぶる,バトンタッチ
5856,からをやぶる,バトンタッチ,アシストパワー,シャドーボール
5857,ちからをすいとる,シャドーボール,バトンタッチ,からをやぶる
5858,ほっぺすりすり,めいそう,バトンタッチ,ギガドレイン
5859,サイコショック,マジカルシャイン,マジカルフレイム,めいそう
5860,サイコキネシス,マジカルシャイン,マジカルフレイム,トリックルーム
5861,トリックルーム,マジカルシャイン,サイコキネシス,マジカルフレイム
5862,マジカルフレイム,サイコキネシス,ギガドレイン,めいそう
5863,サイコカッター,じゃれつく,パワーウィップ,つるぎのまい
5864,サイコキネシス,マジカルシャイン,マジカルフレイム,トリックルーム
5865,サイコキネシス,トリックルーム,マジカルフレイム,ミストバースト
5866,ミストバースト,マジカルフレイム,いやしのねがい,トリックルーム
5867,マジカルシャイン,マジカルフレイム,いやしのねがい,トリックルーム
5868,ドレインキッス,サイコショック,マジカルフレイム,めいそう
5869,マジカルシャイン,サイコキネシス,マジカルフレイム,トリックルーム
5870,ミストバースト,マジカルフレイム,いやしのねがい,トリックルーム
5871,ミストバースト,マジカルフレイム,いやしのねがい,トリックルーム
5872,サイコショック,マジカルフレイム,マジカルシャイン,めいそう
5873,でんじは,リフレクター,ひかりのかべ,ソウルクラッシュ
5874,DDラリアット,ドレインパンチ,パワースワップ,リフレクター
5875,ふいうち,ドレインパンチ,リフレクター,ビルドアップ
5876,ふいうち,じゃれつく,でんじは,ドレインパンチ
5877,じゃれつく,ふいうち,パワーウィップ,ほのおのパンチ
5878,ドレインパンチ,ビルドアップ,ちょうはつ,じゃれつく
5879,ソウルクラッシュ,でんじは,ちょうはつ,リフレクター
5880,リフレクター,ひかりのかべ,ソウルクラッシュ,ちょうはつ
5881,ソウルクラッシュ,でんじは,トリック,ちょうはつ
5882,DDラリアット,ドレインパンチ,かみなりパンチ,ビルドアップ
5883,ひかりのかべ,リフレクター,でんじは,ソウルクラッシュ
5884,ソウルクラッシュ,ビルドアップ,ほのおのパンチ,みがわり
5885,トリック,でんじは,パワーウィップ,ひかりのかべ
5886,じゃれつく,ふいうち,でんじは,ちょうはつ
5887,ふいうち,ソウルクラッシュ,リフレクター,トリック
5888,リフレクター,ひかりのかべ,でんじは,ちょうはつ
5889,イカサマ,リフレクター,ひかりのかべ,でんじは
5890,ねこだまし,ソウルクラッシュ,うそなき,リフレクター
5891,ソウルクラッシュ,イカサマ,トリック,ねこだまし
5892,ソウルクラッシュ,トリック,リフレクター,ひかりのかべ
5893,ねこだまし,トリック,ソウルクラッシュ,ふいうち
5894,イカサマ,リフレクター,ひかりのかべ,でんじは
5895,ねこだまし,ソウルクラッシュ,うそなき,こわいかお
5896,ソウルクラッシュ,ふいうち,かわらわり,トリック
5897,はたきおとす,からげんき,ブロッキング,ちょうはつ
5898,はたきおとす,こごえるかぜ,からげんき,インファイト
5899,はたきおとす,すりかえ,すてゼリフ,すてみタックル
5900,はたきおとす,インファイト,カウンター,ちょうはつ
5901,はたきおとす,カウンター,でんじは,ちょうはつ
5902,うっぷんばらし,かわらわり,すてゼリフ,すりかえ
5903,はたきおとす,シャドークロー,ブロッキング,みがわり
5904,はたきおとす,インファイト,すりかえ,すてゼリフ
5905,からげんき,はたきおとす,ブロッキング,すりかえ
5906,すてゼリフ,インファイト,はたきおとす,トリック
5907,はたきおとす,すてゼリフ,インファイト,すりかえ
5908,カウンター,はたきおとす,すてみタックル,すてゼリフ
5909,アイアンヘッド,じゃれつく,インファイト,とんぼがえり
5910,ステルスロック,こらえる,シャドーボール,ほろびのうた
5911,シャドーボール,こらえる,パワージェム,ハイドロポンプ
5912,ふぶき,だいちのちから,みちづれ,こらえる
5913,ふぶき,シャドーボール,ギガドレイン,だいちのちから
5914,シャドーボール,てっぺき,めいそう,ちからをすいとる
5915,こらえる,ほろびのうた,あなをほる,ちからをすいとる
5916,メテオビーム,シャドーボール,れいとうビーム,サイコキネシス
5917,うずしお,まもる,ほろびのうた,ちからをすいとる
5918,シャドーボール,しっとのほのお,ギガドレイン,ステルスロック
5919,しっとのほのお,れいとうビーム,シャドーボール,こらえる
5920,インファイト,ブレイブバード,はがねのつばさ,はたきおとす
5921,インファイト,リーフブレード,はたきおとす,フェイント
5922,カウンター,フェイント,インファイト,はたきおとす
5923,インファイト,ブレイブバード,はたきおとす,リーフブレード
5924,インファイト,リーフブレード,はたきおとす,フェイント
5925,インファイト,リーフブレード,どくづき,フェイント
5926,ふぶき,フリーズドライ,さいみんじゅつ,めいそう
5927,スキルスワップ,フリーズドライ,ふいうち,でんじは
5928,フリーズドライ,ふいうち,なまける,めいそう
5929,シャドークロー,じしん,おきみやげ,トリックルーム
5930,おにび,ゴーストダイブ,ボディプレス,てっぺき
5931,すなじごく,ステルスロック,どくびし,おきみやげ
5932,トリックルーム,ボディプレス,ステルスロック,じしん
5933,スキルスワップ,まもる,ストーンエッジ,シャドークロー
5934,ポルターガイスト,ボディプレス,てっぺき,ステルスロック
5935,ポルターガイスト,じしん,いわなだれ,トリックルーム
5936,トリック,ステルスロック,まもる,ボディプレス
5937,トリックルーム,おにび,ステルスロック,おきみやげ
5938,ステルスロック,おにび,おきみやげ,ゴーストダイブ
5939,マジカルシャイン,マジカルフレイム,じこさいせい,めいそう
5940,とける,めいそう,じこさいせい,マジカルシャイン
5941,マジカルシャイン,ギガドレイン,とける,じこさいせい
5942,マジカルシャイン,マジカルフレイム,デコレーション,てだすけ
5943,マジカルシャイン,ギガドレイン,サイコキネシス,マジカルフレイム
5944,マジカルシャイン,マジカルフレイム,とける,めいそう
5945,マジカルシャイン,マジカルフレイム,ギガドレイン,サイコキネシス
5946,マジカルシャイン,とける,めいそう,じこさいせい
5947,つぶらなひとみ,めいそう,マジカルフレイム,マジカルシャイン
5948,マジカルシャイン,マジカルフレイム,デコレーション,じこさいせい
5949,マジカルシャイン,マジカルフレイム,はかいこうせん,つぶらなひとみ
5950,はいすいのじん,インファイト,アイアンヘッド,じごくづき
5951,インファイト,アイアンヘッド,じごくづき,がんせきふうじ
5952,ライジングボルト,じゅうでん,じこさいせい,おきみやげ
5953,10まんボルト,きしかいせい,ハイドロポンプ,ふいうち
5954,でんじは,おきみやげ,まきびし,ねっとう
5955,じゅうでん,びりびりちくちく,じごくづき,アクアブレイク
5956,ライジングボルト,10まんボルト,ハイドロポンプ,ふいうち
5957,びりびりちくちく,アクアブレイク,ふいうち,つぼをつく
5958,おきみやげ,まきびし,でんじは,びりびりちくちく
5959,でんじは,おきみやげ,まきびし,じばく
5960,10まんボルト,ハイドロポンプ,ライジングボルト,ふいうち
5961,のろい,じこさいせい,びりびりちくちく,アクアブレイク
5962,だくりゅう,つぼをつく,かみなり,ライジングボルト
5963,れいとうビーム,ギガドレイン,エアスラッシュ,ちょうのまい
5964,おいかぜ,きりばらい,こごえるかぜ,むしのさざめき
5965,ねむる,ちょうのまい,れいとうビーム,むしのさざめき
5966,ふぶき,おいかぜ,ワイドガード,てだすけ
5967,むしのさざめき,ちょうのまい,れいとうビーム,ギガドレイン
5968,きりばらい,ちょうのまい,れいとうビーム,ギガドレイン
5969,ちょうのまい,れいとうビーム,ギガドレイン,みがわり
5970,むしのさざめき,ちょうのまい,れいとうビーム,ギガドレイン
5971,ギガドレイン,マジカルシャイン,ミラーコート,エアスラッシュ
5972,れいとうビーム,むしのさざめき,エアスラッシュ,ちょうのまい
5973,れいとうビーム,むしのさざめき,エアスラッシュ,ちょうのまい
5974,れいとうビーム,むしのさざめき,エアスラッシュ,ちょうのまい
5975,ロックブラスト,じしん,ロックカット,ワンダールーム
5976,いわなだれ,ボディプレス,ヘビーボンバー,ヒートスタンプ
5977,つららばり,もろはのずつき,アイアンヘッド,はらだいこ
5978,はらだいこ,つららばり,しねんのずつき,もろはのずつき
5979,フリーズドライ,ふぶき,あられ,オーロラベール
5980,あられ,オーロラベール,つららばり,もろはのずつき
5981,うずしお,オーロラベール,こらえる,あられ
5982,はらだいこ,れいとうパンチ,アクアブレイク,すてみタックル
5983,つららばり,アクアブレイク,すてみタックル,あられ
5984,あられ,つららばり,しねんのずつき,アクアブレイク
5985,つららばり,はらだいこ,アクアブレイク,アイアンヘッド
5986,こごえるかぜ,あられ,みがわり,まもる
5987,つららおとし,もろはのずつき,アイアンヘッド,はらだいこ
5988,サイコキネシス,マジカルフレイム,マジカルシャイン,トリック
5989,サイコキネシス,マジカルフレイム,サイコショック,シャドーボール
5990,トリックルーム,サイドチェンジ,ふういん,ワイドフォース
5991,ワイドフォース,シャドーボール,マジカルフレイム,トリック
5992,ワイドフォース,マジカルフレイム,マジカルシャイン,トリック
5993,アシストパワー,ハイパーボイス,てだすけ,マジカルシャイン
5994,ねこだまし,サイドチェンジ,サイコキネシス,マジカルフレイム
5995,ワイドフォース,マジカルフレイム,マジカルシャイン,サイコショック
5996,ワイドフォース,マジカルフレイム,おさきにどうぞ,トリック
5997,ワイドフォース,ハイパーボイス,マジカルフレイム,トリック
5998,ワイドフォース,マジカルフレイム,マジカルシャイン,トリック
5999,ワイドフォース,マジカルフレイム,エナジーボール,マジカルシャイン
6000,サイコキネシス,トライアタック,トリックルーム,ふういん
6001,トリックルーム,ワイドフォース,マジカルフレイム,マジカルシャイン
6002,オーラぐるま,ねこだまし,ちょうはつ,まもる
6003,オーラぐるま,イカサマ,ねこだまし,すてゼリフ
6004,オーラぐるま,ワイルドボルト,イカサマ,みがわり
6005,いばる,おだてる,オーラぐるま,でんじは
6006,オーラぐるま,ちょうはつ,みがわり,まもる
6007,オーラぐるま,すてゼリフ,ワイルドボルト,イカサマ
6008,オーラぐるま,でんじは,まもる,すてゼリフ
6009,オーラぐるま,ねこだまし,まもる,リベンジ
6010,オーラぐるま,ねこだまし,すてゼリフ,まもる
6011,オーラぐるま,まもる,イカサマ,すてゼリフ
6012,オーラぐるま,ねこだまし,すてゼリフ,イカサマ
6013,アイアンヘッド,ヒートスタンプ,じゃれつく,じしん
6014,ステルスロック,ふきとばし,ヘビーボンバー,がんせきふうじ
6015,ヘビーボンバー,ヒートスタンプ,ストーンエッジ,パワーウィップ
6016,アイアンヘッド,じゃれつく,パワーウィップ,ヒートスタンプ
6017,アイアンヘッド,じゃれつく,パワーウィップ,いわなだれ
6018,つばめがえし,げきりん,でんげきくちばし,ほのおのキバ
6019,でんげきくちばし,ほのおのキバ,がんせきふうじ,けたぐり
6020,メテオビーム,ほうでん,かえんほうしゃ,みがわり
6021,でんげきくちばし,ドラゴンクロー,ほのおのキバ,つばめがえし
6022,でんげきくちばし,げきりん,つばめがえし,かえんほうしゃ
6023,でんげきくちばし,ほのおのキバ,じならし,ちょうはつ
